			Values		
2025	09	0404010059-DRENAGEM DE ABSCESSO FARINGEO	6	R$ 15.778,60	R$ 2.629,77
2025	09	0404010105-ESTAPEDECTOMIA	2	R$ 3.623,62	R$ 1.811,81
2025	09	0404010113-EXERESE DE PAPILOMA EM LARINGE	7	R$ 1.157,70	R$ 165,39
2025	09	0404010130-EXTIRPACAO DE TUMOR DO CAVUM E FARINGE	1	R$ 242,23	R$ 242,23
2025	09	0404010202-LARINGORRAFIA	1	R$ 1.649,13	R$ 1.649,13
2025	09	0404010229-MASTOIDECTOMIA SUBTOTAL	4	R$ 2.194,20	R$ 548,55
2025	09	0404010237-MICROCIRURGIA OTOLOGICA	4	R$ 1.539,00	R$ 384,75
2025	09	0404010288-RESSECCAO DE GLOMO TIMPANICO	1	R$ 5.347,84	R$ 5.347,84
2025	09	0404010350-TIMPANOPLASTIA (UNI / BILATERAL)	3	R$ 5.571,35	R$ 1.857,12
2025	09	0404010377-TRAQUEOSTOMIA	5	R$ 4.863,19	R$ 972,64
2025	09	0404010415-TURBINECTOMIA	1	R$ 1.073,21	R$ 1.073,21
2025	09	0404010482-SEPTOPLASTIA PARA CORRECAO DE DESVIO	1	R$ 989,84	R$ 989,84
2025	09	0404020135-EXPLORACAO/ DESCOMPRESSAO TOTAL / PARCIAL DO NERVO FACIAL	1	R$ 840,17	R$ 840,17
2025	09	0404020143-GLOSSECTOMIA PARCIAL	2	R$ 1.436,20	R$ 718,10
2025	09	0404020178-MAXILECTOMIA PARCIAL	1	R$ 420,94	R$ 420,94
2025	09	0404020380-TRATAMENTO CIRURGICO DE OSTEOMIELITE DE OSSOS DA FACE	2	R$ 1.725,33	R$ 862,67
2025	09	0404020453-OSTEOTOMIA DA MAXILA	2	R$ 1.318,06	R$ 659,03
2025	09	0404020500-OSTEOSSINTESE DA FRATURA COMPLEXA DA MANDIBULA	2	R$ 3.478,58	R$ 1.739,29
2025	09	0404020518-OSTEOSSINTESE DE FRATURA COMPLEXA DA MAXILA	1	R$ 1.712,76	R$ 1.712,76
2025	09	0404020526-OSTEOSSINTESE DE FRATURA DO COMPLEXO ORBITO-ZIGOMATICO-MAXILAR	1	R$ 852,69	R$ 852,69
2025	09	0404020542-REDUCAO CIRURGICA DE FRATURA DOS OSSOS PROPRIOS DO NARIZ	4	R$ 1.009,60	R$ 252,40
2025	09	0404020690-OSTEOTOMIA CRANIO-FACIAL	3	R$ 7.448,74	R$ 2.482,91
2025	09	0404020739-RECONSTRUCAO PARCIAL DE MANDIBULA / MAXILA	1	R$ 1.517,58	R$ 1.517,58
2025	09	0404020771-RESSECCAO DE LESAO DA BOCA	1	R$ 438,65	R$ 438,65
2025	09	0405010036-DACRIOCISTORRINOSTOMIA	8	R$ 5.890,11	R$ 736,26
2025	09	0405010079-EXERESE DE CALAZIO E OUTRAS PEQUENAS LESOES DA PALPEBRA E SUPERCILIOS	1	R$ 78,75	R$ 78,75
2025	09	0405010125-RECONSTITUICAO PARCIAL DE PALPEBRA COM TARSORRAFIA	7	R$ 2.444,43	R$ 349,20
2025	09	0405010176-SUTURA DE PALPEBRAS	33	R$ 5.820,81	R$ 176,39
2025	09	0405020015-CORRECAO CIRURGICA DE ESTRABISMO (ACIMA DE 2 MUSCULOS)	11	R$ 20.445,12	R$ 1.858,65
2025	09	0405030070-RETINOPEXIA COM INTROFLEXAO ESCLERAL	1	R$ 1.074,86	R$ 1.074,86
2025	09	0405030142-VITRECTOMIA POSTERIOR	1	R$ 2.751,29	R$ 2.751,29
2025	09	0405040059-DESCOMPRESSAO DE ORBITA	1	R$ 734,66	R$ 734,66
2025	09	0405040075-EVISCERACAO DE GLOBO OCULAR	5	R$ 3.921,68	R$ 784,34
2025	09	0405040148-ORBITOTOMIA	2	R$ 1.238,36	R$ 619,18
2025	09	0405040202-TRATAMENTO DE PTOSE PALPEBRAL	7	R$ 3.742,08	R$ 534,58
2025	09	0405040210-REPOSICIONAMENTO DE LENTE INTRAOCULAR	1	R$ 468,76	R$ 468,76
2025	09	0405050097-FACECTOMIA COM IMPLANTE DE LENTE INTRA-OCULAR	5	R$ 2.658,00	R$ 531,60
2025	09	0405050100-FACECTOMIA S/ IMPLANTE DE LENTE INTRA-OCULAR	1	R$ 483,60	R$ 483,60
2025	09	0405050151-IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR - LIO	2	R$ 2.225,66	R$ 1.112,83
2025	09	0405050232-RECONSTRUCAO DE CAMARA ANTERIOR DO OLHO	3	R$ 2.384,67	R$ 794,89
2025	09	0405050321-TRABECULECTOMIA	11	R$ 9.942,45	R$ 903,86
2025	09	0405050372-FACOEMULSIFICACAO COM IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL	34	R$ 26.234,40	R$ 771,60
2025	09	0405050402-RADIACAO PARA CROSS LINKING CORNEANO	3	R$ 1.118,16	R$ 372,72
2025	09	0406010510-DRENAGEM C/ BIOPSIA DE PERICARDIO	1	R$ 7.374,20	R$ 7.374,20
2025	09	0406010587-IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CAMARA DUPLA TRANSVENOSO	1	R$ 40.351,21	R$ 40.351,21
2025	09	0406010684-IMPLANTE DE MARCAPASSO TEMPORARIO TRANSVENOSO	2	R$ 4.131,72	R$ 2.065,86
2025	09	0406010692-IMPLANTE DE PROTESE VALVAR	4	R$ 106.679,29	R$ 26.669,82
2025	09	0406010803-PLASTICA VALVAR	1	R$ 19.721,71	R$ 19.721,71
2025	09	0406010846-RECONSTRUCAO DA RAIZ DA AORTA C/ TUBO VALVADO	2	R$ 42.235,80	R$ 21.117,90
2025	09	0406010935-REVASCULARIZACAO MIOCARDICA C/ USO DE EXTRACORPOREA (C/ 2 OU MAIS ENXERTOS)	5	R$ 149.571,30	R$ 29.914,26
2025	09	0406010951-REVASCULARIZACAO MIOCARDICA S/ USO DE EXTRACORPOREA (C/ 2 OU MAIS ENXERTOS)	1	R$ 19.859,29	R$ 19.859,29
2025	09	0406011036-TROCA DE ELETRODOS DE MARCAPASSO DE CAMARA DUPLA	2	R$ 1.898,56	R$ 949,28
2025	09	0406011125-TROCA DE GERADOR DE MARCAPASSO DE CAMARA DUPLA	2	R$ 13.246,71	R$ 6.623,36
2025	09	0406020043-ANEURISMECTOMIA DE AORTA ABDOMINAL INFRA-RENAL	1	R$ 2.898,55	R$ 2.898,55
2025	09	0406020078-IMPLANTACAO DE CATETER DE LONGA PERMANENCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL)	6	R$ 2.756,20	R$ 459,37
2025	09	0406020159-EXERESE DE GANGLIO LINFATICO	3	R$ 264,45	R$ 88,15
2025	09	0406020337-PONTE DE RAMOS DOS TRONCOS SUPRA-AORTICOS	1	R$ 7.329,75	R$ 7.329,75
2025	09	0406020353-PONTE-TROMBOENDARTERECTOMIA AORTO-FEMURAL	4	R$ 17.130,08	R$ 4.282,52
2025	09	0406020370-PONTE-TROMBOENDARTERECTOMIA DE CAROTIDA	2	R$ 10.394,30	R$ 5.197,15
2025	09	0406020426-REVASCULARIZACAO DO MEMBRO SUPERIOR	2	R$ 3.281,66	R$ 1.640,83
2025	09	0406020566-TRATAMENTO CIRURGICO DE VARIZES (BILATERAL)	1	R$ 833,48	R$ 833,48
2025	09	0406030014-ANGIOPLASTIA CORONARIANA	1	R$ 4.586,19	R$ 4.586,19
2025	09	0406030022-ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS	9	R$ 93.148,67	R$ 10.349,85
2025	09	0406030030-ANGIOPLASTIA CORONARIANA COM IMPLANTE DE STENT	11	R$ 91.792,71	R$ 8.344,79
2025	09	0406030049-ANGIOPLASTIA CORONARIANA PRIMARIA	10	R$ 83.060,61	R$ 8.306,06
2025	09	0406040044-ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILIACOS (SEM STENT)	2	R$ 12.065,47	R$ 6.032,74
2025	09	0406040052-ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT)	5	R$ 11.967,34	R$ 2.393,47
2025	09	0406040060-ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (COM STENT NAO RECOBERTO)	2	R$ 14.449,52	R$ 7.224,76
2025	09	0406040150-CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA ABDOMINAL COM ENDOPROTESE RETA / CONICA	1	R$ 17.172,01	R$ 17.172,01
2025	09	0406040168-CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA ABDOMINAL E ILIACAS COM ENDOPROTESE BIFURCADA	1	R$ 34.814,54	R$ 34.814,54
2025	09	0406040176-CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA TORACICA COM ENDOPROTESE RETA OU CONICA	2	R$ 52.816,50	R$ 26.408,25
2025	09	0406040192-EMBOLIZACAO ARTERIAL DE HEMORRAGIA DIGESTIVA (INCLUI PROCEDIMENTO ENDOSCOPICO E/OU ESTUDO ANGIOGRAFICO)	1	R$ 4.678,67	R$ 4.678,67
2025	09	0406040214-EMBOLIZACAO DE MALFORMACAO VASCULAR POR PUNCAO DIRETA (INCLUI DROGAS EMBOLIZANTES)	2	R$ 2.670,35	R$ 1.335,18
2025	09	0406040303-TRATAMENTO DE HEMATURIA OU SANGRAMENTO GENITAL POR EMBOLIZACAO (INCLUI ESTUDO ANGIOGRAFICO E/OU ENDOSCOPICO)	1	R$ 5.720,80	R$ 5.720,80
2025	09	0406050040-ESTUDO ELETROFISIOLOGICO TERAPEUTICO I (ABLACAO DE TAQUICARDIA POR REENTRADA NODAL DE VIAS ANOMALAS DIREITAS, DE TV IDIOPATICA, DE VENTRICULO DIREITO E VENTRICULO ESQUERDO).	3	R$ 22.039,00	R$ 7.346,33
2025	09	0406050090-ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA ATRIAL CICATRICIAL)	1	R$ 9.288,44	R$ 9.288,44
2025	09	0407010041-ESOFAGECTOMIA DISTAL SEM TORACOTOMIA	2	R$ 9.760,44	R$ 4.880,22
2025	09	0407010076-ESOFAGOGASTRECTOMIA	1	R$ 7.217,62	R$ 7.217,62
2025	09	0407010130-GASTRECTOMIA PARCIAL COM OU SEM VAGOTOMIA	1	R$ 13.320,07	R$ 13.320,07
2025	09	0407010149-GASTRECTOMIA TOTAL	1	R$ 1.970,09	R$ 1.970,09
2025	09	0407010165-GASTROENTEROANASTOMOSE	2	R$ 2.965,72	R$ 1.482,86
2025	09	0407010190-GASTRORRAFIA	1	R$ 1.068,74	R$ 1.068,74
2025	09	0407010270-TRATAMENTO CIRURGICO DE ACALASIA (CARDIOMIOPLASTIA)	2	R$ 4.644,76	R$ 2.322,38
2025	09	0407010386-CIRURGIA BARIATRICA POR VIDEOLAPAROSCOPIA	4	R$ 24.581,00	R$ 6.145,25
2025	09	0407020039-APENDICECTOMIA	1	R$ 824,42	R$ 824,42
2025	09	0407020047-APENDICECTOMIA VIDEOLAPAROSCOPICA	8	R$ 5.339,46	R$ 667,43
2025	09	0407020063-COLECTOMIA PARCIAL (HEMICOLECTOMIA)	1	R$ 2.726,17	R$ 2.726,17
2025	09	0407020098-COLORRAFIA POR VIA ABDOMINAL	1	R$ 991,29	R$ 991,29
2025	09	0407020101-COLOSTOMIA	1	R$ 1.760,65	R$ 1.760,65
2025	09	0407020136-DRENAGEM DE ABSCESSO ANU-RETAL	5	R$ 1.193,60	R$ 238,72
2025	09	0407020179-ENTERECTOMIA	4	R$ 45.486,68	R$ 11.371,67
2025	09	0407020225-EXCISAO DE LESAO / TUMOR ANU-RETAL	5	R$ 1.825,47	R$ 365,09
2025	09	0407020276-FISTULECTOMIA / FISTULOTOMIA ANAL	3	R$ 1.091,70	R$ 363,90
2025	09	0407020284-HEMORROIDECTOMIA	5	R$ 1.579,70	R$ 315,94
2025	09	0407020306-JEJUNOSTOMIA / ILEOSTOMIA	1	R$ 1.874,76	R$ 1.874,76
2025	09	0407020365-REDUCAO CIRURGICA DE VOLVO POR LAPAROTOMIA	1	R$ 1.430,63	R$ 1.430,63
2025	09	0407020411-RETOSSIGMOIDECTOMIA ABDOMINO-PERINEAL	2	R$ 6.303,94	R$ 3.151,97
2025	09	0407030034-COLECISTECTOMIA VIDEOLAPAROSCOPICA	14	R$ 14.634,58	R$ 1.045,33
2025	09	0407030069-COLEDOCOTOMIA COM OU SEM COLECISTECTOMIA	1	R$ 1.810,95	R$ 1.810,95
2025	09	0407030123-ESPLENECTOMIA	1	R$ 1.153,99	R$ 1.153,99
2025	09	0407040021-DRENAGEM DE ABSCESSO SUBFRENICO	1	R$ 2.982,87	R$ 2.982,87
2025	09	0407040030-DRENAGEM DE HEMATOMA / ABSCESSO PRE-PERITONEAL	1	R$ 3.729,21	R$ 3.729,21
2025	09	0407040056-HERNIOPLASTIA DIAFRAGMATICA (VIA TORACICA)	1	R$ 4.724,58	R$ 4.724,58
2025	09	0407040080-HERNIOPLASTIA INCISIONAL	2	R$ 2.664,21	R$ 1.332,11
2025	09	0407040099-HERNIOPLASTIA INGUINAL (BILATERAL)	1	R$ 816,62	R$ 816,62
2025	09	0407040102-HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL)	3	R$ 2.167,28	R$ 722,43
2025	09	0407040161-LAPAROTOMIA EXPLORADORA	4	R$ 15.999,26	R$ 3.999,82
2025	09	0407040188-LIBERACAO DE ADERENCIAS INTESTINAIS	1	R$ 11.618,14	R$ 11.618,14
2025	09	0407040242-RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERACAO)	1	R$ 6.451,27	R$ 6.451,27
2025	09	0407040250-TRATAMENTO CIRURGICO DE PERITONITE	1	R$ 10.513,39	R$ 10.513,39
2025	09	0408010142-REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS)	6	R$ 7.055,00	R$ 1.175,83
2025	09	0408010150-TRATAMENTO CIRURGICO DE FRATURA DA CLAVICULA	1	R$ 842,14	R$ 842,14
2025	09	0408010185-TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR	1	R$ 726,60	R$ 726,60
2025	09	0408010215-TRATAMENTO CIRURGICO DE LUXACAO RECIDIVANTE / HABITUAL DE ARTICULACAO ESCAPULO-UMERAL	1	R$ 426,87	R$ 426,87
2025	09	0408010231-TRATAMENTO CIRURGICO DA SINDROME DO IMPACTO SUB-ACROMIAL	1	R$ 984,02	R$ 984,02
2025	09	0408020016-AMPUTACAO / DESARTICULACAO DE MAO E PUNHO	1	R$ 34.843,47	R$ 34.843,47
2025	09	0408020199-REDUCAO INCRUENTA DE FRATURA DA DIAFISE DO UMERO	1	R$ 728,03	R$ 728,03
2025	09	0408020326-TRATAMENTO CIRURGICO DE DEDO EM GATILHO	1	R$ 241,15	R$ 241,15
2025	09	0408020334-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO	2	R$ 2.242,38	R$ 1.121,19
2025	09	0408020342-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DAS FALANGES DA MAO (COM FIXACAO)	7	R$ 2.542,45	R$ 363,21
2025	09	0408020350-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE EPI~CONDILO / EPITROCLEA DO UMERO	1	R$ 379,43	R$ 379,43
2025	09	0408020369-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DO CONDILO / TROCLEA/APOFISE CORONOIDE DO ULNA / CABECA DO RADIO	3	R$ 2.597,61	R$ 865,87
2025	09	0408020377-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METACARPIANOS	3	R$ 1.324,92	R$ 441,64
2025	09	0408020385-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA SUPRACONDILIANA DO UMERO	3	R$ 2.704,16	R$ 901,39
2025	09	0408020407-TRATAMENTO CIRURGICO DE FRATURA DA EXTREMIDADE / METAFISE DISTAL DOS OSSOS DO ANTEBRACO	8	R$ 4.520,04	R$ 565,01
2025	09	0408020415-TRATAMENTO CIRURGICO DE FRATURA DE EXTREMIDADES / METAFISE PROXIMAL DOS OSSOS DO ANTEBRACO	4	R$ 3.022,90	R$ 755,73
2025	09	0408020431-TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA UNICA DO RADIO / DA ULNA	7	R$ 4.248,72	R$ 606,96
2025	09	0408020539-TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METACARPO-FALANGIANA	1	R$ 590,31	R$ 590,31
2025	09	0408020636-TRATAMENTO CIRURGICO DE SINOSTOSE RADIO ULNAR	1	R$ 371,88	R$ 371,88
2025	09	0408030011-ARTRODESE CERVICAL / CERVICO TORACICA POSTERIOR CINCO NIVEIS	1	R$ 11.204,26	R$ 11.204,26
2025	09	0408030046-ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR SEIS NIVEIS	1	R$ 9.223,18	R$ 9.223,18
2025	09	0408030054-ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR TRES NIVEIS	1	R$ 4.868,44	R$ 4.868,44
2025	09	0408030305-ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NIVEIS,	1	R$ 9.836,41	R$ 9.836,41
2025	09	0408030399-DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NIVEL)	3	R$ 3.794,13	R$ 1.264,71
2025	09	0408040084-ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL CIMENTADA	7	R$ 91.001,99	R$ 13.000,28
2025	09	0408040092-ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NAO CIMENTADA / HIBRIDA	2	R$ 24.398,45	R$ 12.199,23
2025	09	0408040130-EPIFISIODESE FEMORAL PROXIMAL IN SITU	2	R$ 1.957,00	R$ 978,50
2025	09	0408040289-TRATAMENTO CIRURGICO DE FRATURA / LUXACAO COXOFEMORAL C/ FRATURA DA EPIFISE FEMORAL	1	R$ 2.104,35	R$ 2.104,35
2025	09	0408050012-AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES	12	R$ 48.906,29	R$ 4.075,52
2025	09	0408050039-ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO INFERIOR	2	R$ 2.308,10	R$ 1.154,05
2025	09	0408050063-ARTROPLASTIA TOTAL PRIMARIA DO JOELHO	3	R$ 32.941,03	R$ 10.980,34
2025	09	0408050160-RECONSTRUCAOLIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR)	1	R$ 8.313,69	R$ 8.313,69
2025	09	0408050179-RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR COM OU SEM ANTERIOR)	1	R$ 3.101,64	R$ 3.101,64
2025	09	0408050330-REVISAO CIRURGICA DE COTO DE AMPUTACAO EM MEMBRO INFERIOR (EXCETO DEDOS DO PE)	3	R$ 6.517,55	R$ 2.172,52
2025	09	0408050390-TRANSFERENCIA MUSCULAR / TENDINOSA NO MEMBRO INFERIOR	1	R$ 1.313,80	R$ 1.313,80
2025	09	0408050462-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS	1	R$ 1.386,03	R$ 1.386,03
2025	09	0408050489-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE)	3	R$ 6.316,30	R$ 2.105,43
2025	09	0408050497-TRATAMENTO CIRURGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXACAO DO TORNOZELO	7	R$ 8.768,35	R$ 1.252,62
2025	09	0408050500-TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DA TIBIA	13	R$ 26.923,02	R$ 2.071,00
2025	09	0408050519-TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DO FEMUR	8	R$ 17.132,20	R$ 2.141,53
2025	09	0408050527-TRATAMENTO CIRURGICO DE FRATURA DA PATELA POR FIXACAO INTERNA	1	R$ 1.075,90	R$ 1.075,90
2025	09	0408050543-TRATAMENTO CIRURGICO DE FRATURA DO PILAO TIBIAL	1	R$ 1.705,26	R$ 1.705,26
2025	09	0408050551-TRATAMENTO CIRURGICO DE FRATURA DO PLANALTO TIBIAL	4	R$ 4.242,01	R$ 1.060,50
2025	09	0408050578-TRATAMENTO CIRURGICO DE FRATURA DO TORNOZELO UNIMALEOLAR	10	R$ 19.186,14	R$ 1.918,61
2025	09	0408050586-TRATAMENTO CIRURGICO DE FRATURA INTERCONDILEANA / DOS CONDILOS DO FEMUR	1	R$ 1.051,61	R$ 1.051,61
2025	09	0408050608-TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DISTAL DE TIBIA	2	R$ 1.916,58	R$ 958,29
2025	09	0408050616-TRATAMENTO CIRURGICO DE FRATURA SUBTROCANTERIANA	2	R$ 8.776,09	R$ 4.388,05
2025	09	0408050632-TRATAMENTO CIRURGICO DE FRATURA TRANSTROCANTERIANA	2	R$ 7.109,71	R$ 3.554,86
2025	09	0408050659-TRATAMENTO CIRURGICO DE HALUX VALGUS COM OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO	1	R$ 404,85	R$ 404,85
2025	09	0408050837-TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA METAFISE DISTAL DO FEMUR	1	R$ 2.352,25	R$ 2.352,25
2025	09	0408050896-TRATAMENTO CIRURGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL	3	R$ 5.446,82	R$ 1.815,61
2025	09	0408060042-AMPUTACAO / DESARTICULACAO DE DEDO	4	R$ 2.126,90	R$ 531,73
2025	09	0408060050-ARTRODESE DE PEQUENAS ARTICULACOES	2	R$ 2.024,57	R$ 1.012,29
2025	09	0408060131-EXPLORACAO ARTICULAR C/ OU S/ SINOVECTOMIA DE PEQUENAS ARTICULACOES	2	R$ 527,82	R$ 263,91
2025	09	0408060158-MANIPULACAO ARTICULAR	1	R$ 660,61	R$ 660,61
2025	09	0408060182-OSTEOTOMIA DE OSSOS DA MAO E/OU DO PE	4	R$ 2.468,39	R$ 617,10
2025	09	0408060190-OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE	3	R$ 3.788,70	R$ 1.262,90
2025	09	0408060212-RESSECCAO DE CISTO SINOVIAL	3	R$ 282,47	R$ 94,16
2025	09	0408060328-RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR	1	R$ 156,12	R$ 156,12
2025	09	0408060352-RETIRADA DE FIO OU PINO INTRA-OSSEO	3	R$ 561,18	R$ 187,06
2025	09	0408060379-RETIRADA DE PLACA E/OU PARAFUSOS	8	R$ 2.009,39	R$ 251,17
2025	09	0408060425-REVISAO CIRURGICA DE COTO DE AMPUTACAO DOS DEDOS	1	R$ 244,12	R$ 244,12
2025	09	0408060450-TENOMIORRAFIA	2	R$ 820,46	R$ 410,23
2025	09	0408060468-TENOMIOTOMIA / DESINSERCAO	1	R$ 434,92	R$ 434,92
2025	09	0408060476-TENOPLASTIA OU ENXERTO DE TENDAO UNICO	7	R$ 4.788,28	R$ 684,04
2025	09	0408060484-TENORRAFIA UNICA EM TUNEL OSTEO-FIBROSO	1	R$ 600,94	R$ 600,94
2025	09	0408060549-TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA UNICA	2	R$ 445,46	R$ 222,73
2025	09	0409010065-CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA	1	R$ 549,72	R$ 549,72
2025	09	0409010090-CISTOSTOMIA	1	R$ 686,29	R$ 686,29
2025	09	0409010138-DRENAGEM DE ABSCESSO RENAL / PERI-RENAL	3	R$ 25.993,26	R$ 8.664,42
2025	09	0409010170-INSTALACAO ENDOSCOPICA DE CATETER DUPLO J	15	R$ 42.655,57	R$ 2.843,70
2025	09	0409010219-NEFRECTOMIA TOTAL	3	R$ 5.355,88	R$ 1.785,29
2025	09	0409010235-NEFROLITOTOMIA PERCUTANEA	1	R$ 1.327,75	R$ 1.327,75
2025	09	0409010286-NEFROSTOMIA COM OU SEM DRENAGEM	1	R$ 931,19	R$ 931,19
2025	09	0409010294-NEFROSTOMIA PERCUTANEA	1	R$ 1.759,05	R$ 1.759,05
2025	09	0409010383-RESSECCAO ENDOSCOPICA DE LESAO VESICAL	1	R$ 524,61	R$ 524,61
2025	09	0409010561-URETEROLITOTOMIA	3	R$ 4.826,17	R$ 1.608,72
2025	09	0409010596-URETEROLITOTRIPSIA TRANSURETEROSCOPICA	6	R$ 10.321,99	R$ 1.720,33
2025	09	0409020052-LIGADURA / SECCAO DE VASOS ABERRANTES	1	R$ 549,17	R$ 549,17
2025	09	0409020133-URETROPLASTIA AUTOGENA	1	R$ 469,55	R$ 469,55
2025	09	0409020176-URETROTOMIA INTERNA	1	R$ 619,92	R$ 619,92
2025	09	0409030023-PROSTATECTOMIA SUPRAPUBICA	5	R$ 5.070,29	R$ 1.014,06
2025	09	0409030040-RESSECCAO ENDOSCOPICA DE PROSTATA	5	R$ 4.400,48	R$ 880,10
2025	09	0409040134-ORQUIDOPEXIA UNILATERAL	3	R$ 1.088,21	R$ 362,74
2025	09	0409040142-ORQUIECTOMIA SUBCAPSULAR BILATERAL	1	R$ 434,62	R$ 434,62
2025	09	0409040169-ORQUIECTOMIA UNILATERAL	1	R$ 358,13	R$ 358,13
2025	09	0409040215-TRATAMENTO CIRURGICO DE HIDROCELE	1	R$ 256,97	R$ 256,97
2025	09	0409040223-TRATAMENTO CIRURGICO DE TORCAO DO TESTICULO DO CORDAO ESPERMATICO	1	R$ 432,19	R$ 432,19
2025	09	0409050040-CORRECAO DE HIPOSPADIA (SEGUNDO TEMPO)	1	R$ 388,96	R$ 388,96
2025	09	0409050083-POSTECTOMIA	10	R$ 2.207,20	R$ 220,72
2025	09	0409060070-ESVAZIAMENTO DE UTERO POS-ABORTO POR ASPIRACAO MANUAL INTRA-UTERINA (AMIU)	2	R$ 285,68	R$ 142,84
2025	09	0409060119-HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL)	3	R$ 5.788,05	R$ 1.929,35
2025	09	0409060135-HISTERECTOMIA TOTAL	4	R$ 3.744,84	R$ 936,21
2025	09	0409060151-HISTERECTOMIA VIDEOLAPAROSCOPICA	8	R$ 5.435,68	R$ 679,46
2025	09	0409060178-HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO	4	R$ 693,32	R$ 173,33
2025	09	0409060194-MIOMECTOMIA	2	R$ 1.286,19	R$ 643,10
2025	09	0409060216-OOFORECTOMIA / OOFOROPLASTIA	1	R$ 509,86	R$ 509,86
2025	09	0409060232-SALPINGECTOMIA UNI / BILATERAL	2	R$ 931,18	R$ 465,59
2025	09	0409070050-COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR	3	R$ 1.487,44	R$ 495,81
2025	09	0409070076-COLPOPERINEORRAFIA NAO OBSTETRICA	1	R$ 372,55	R$ 372,55
2025	09	0409070157-EXERESE DE GLANDULA DE BARTHOLIN / SKENE	1	R$ 224,69	R$ 224,69
2025	09	0409070254-TRATAMENTO CIRURGICO DE FISTULA VESICO-VAGINAL	1	R$ 1.142,25	R$ 1.142,25
2025	09	0409070262-TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS	3	R$ 358,05	R$ 119,35
2025	09	0409070270-TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL	4	R$ 1.774,56	R$ 443,64
2025	09	0409070300-VULVECTOMIA SIMPLES	1	R$ 168,57	R$ 168,57
